text,coarse_label
What kind of dog is Scooby Doo ?,entity
What is the function of the appendix ?,description
What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?,human
Which sex is twice as likely to contract leprosy ?,entity
What was the first town to be chartered in Vermont ?,location
What state has the longest Great Lakes shoreline ?,location
What U.S. state ends with a G ?,location
How many varieties of twins are there ?,numeric
What is a Cartesian Diver ?,description
What are the largest libraries in the US ?,location
How many people live in the Falklands ?,numeric
Who was Camp David named for ?,human
What document did President Andrew Johnson want a copy of placed under his head upon his burial ?,entity
Who portrayed `` the man without a face '' in the movie of the same name ?,human
What happened in dogtown in 1899 to make that year remembered ?,description
What wheel did Blaise Pascal invent in a search for perpetual motion ?,entity
How much money was the minimum wage in 1991 ?,numeric
In what year was the first patent for the pull-tab opener on cans obtained ?,numeric
What country boasts the most dams ?,location
What is the regular price ?,numeric
What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?,location
Where can one find Mozambique ?,location
How do you recognize anorexia ?,description
What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?,entity
In what city is the US Declaration of Independence located ?,location
What is the largest variety of cactus ?,description
Who won the first World Series ?,human
What did Aaron Hass write ?,entity
Who is Samuel Pickering ?,human
What was the business of the animated Sky Hawks ?,human
Who was credited with saying : `` I never met a man I did n't like '' ?,human
"What overalls are named for Dungri , a suburb of Bombay ?",entity
Why do rooftops give off steam after a big rainstorm ?,description
What nationality was Jackson Pollock ?,location
How much of the earth 's surface is permanently frozen ?,numeric
What is the connection between New Krypton and Daxam ?,entity
When was Queen Victoria born ?,numeric
How many people were executed for Abraham Lincoln 's assassination ?,numeric
What must a Las Vegas blackjack dealer do when he reaches 16 ?,description
What is worth seeing in Reims ?,location
What type of performer is Ileana Cotrubas ?,entity
When was Yemen reunified ?,numeric
What line of candy products included Super Skrunch and Peanut Butter Oompas ?,entity
Why did the Anglican church split from the Vatican ?,description
What organization has a Security Council ?,human
How would I find the price of different organs that have been donated ?,description
What Mexican leader was shot dead in 1923 ?,human
What does NECROSIS mean ?,abbreviation
What is magnetar ?,description
"What feud ended with a marriage in Kentucky on March 21 , 1891 ?",entity
What color is the stripe along each side of a Coho salmon ?,entity
What is the federal minimum wage ?,numeric
Mississippi is nicknamed what ?,entity
What are the unemployment statistics for the years 1965 and 1990 ?,numeric
Where is Santa Lucia ?,location
What female painter produced primitives of rural New England life ?,human
What are names of two old men who appear in the serial tv Muppets Show ?,human
What war saw battles at Parrot 's Beak and Black Virgin ?,entity
What should you yell to hail a taxi in Madrid ?,description
What is the horsepower of the shuttle boosters ?,numeric
What year did Apartheid start ?,numeric
Who created Big Ben ?,human
What city is found in the city of OZ ?,location
What ever happened to the once popular Yale Lock Company ?,description
Name the Marvel team loosely based on DC 's Justice League of America ?,human
What did a 16th-century Aztec athlete get for putting a rubber ball through a ring ?,entity
"What populous state covers 49 , 576 square miles ?",location
What college football team did Knute Rockne build into a power ?,human
In what state was there an 11 million gallon oil spill ?,location
"When did Aldous Huxley write , `` Brave New World '' ?",numeric
What country did the ancient Romans refer to as Hibernia ?,location
In what high-risk business venture did Jimmy the Greek bet and lose ?,human
What do chefs call The Master Spice ?,entity
What is the abbreviation of General Motors ?,abbreviation
What is a Devo hat ?,description
How long was the longest hiccup attack ?,numeric
What kind of weapons were used in Medieval warfare ?,entity
How many people live in Tokyo ?,numeric
What fruit-topped actress was known as The Brazilian Bombshell ?,human
What are birds descendents of ?,entity
"When the Tutankhamun exhibit was on display in the U.S. , what moving company transported it ?",human
Which Kevin Costner movie involves the Sioux Indians ?,entity
Who played the title role in My Favorite Martian ?,human
How does a scientific calculator work ?,description
What is a fear of fur ?,entity
Who invented the game Scrabble ?,human
What part of their attire were `` pothooks '' to cowboys of the Old West ?,entity
When did humans first begin to write history seriously ?,numeric
Why do we have to go to school ?,description
What is Toulmin logic ?,description
A corgi is a kind of what ?,entity
What city in the U.S. experienced the most growth recently ?,location
What is a dangling participle ?,description
What Tokyo street glitters with famed department stores and nightclubs ?,location
What was the average life expectancy during the Stone Age ?,numeric
"When Mighty Mouse was conceived , what was his original name ?",human
What is the origin of the peace symbol ?,description
What group starred in the movie Rock Around the Clock ?,human
How many U.S. presidents were assassinated during Queen Victoria 's reign ?,numeric
When was the first flush toilet invented ?,numeric
What is Nathan Hamill 's role in the new Star Wars prequel ?,human
How many disks does each player have in a four-handed game of Crokinole ?,numeric
How old is the sun ?,numeric
What percentage of children between the ages of two and eleven watch ` The Simpsons ' ?,numeric
"How can I find a list of , fax and or email , addresses for human resource departments in Massachusetts ?",description
How do I write to my Congressman ?,description
How many years ago did Led Zeppelin release its last album ?,numeric
What is the term for a group of geese ?,entity
How many people was Randy Craft convicted of killing ?,numeric
What was the name of the famous battle between Texas and Mexico ?,entity
What country are you in if you woo in the Wu dialect ?,location
What do you call a Poker hand with five cards of the same suit ?,entity
What New York Yankee was known as The Iron Horse ?,human
Who is considered The First Lady of the American Stage ?,human
Who penned : `` Neither a borrower nor a lender be '' ?,human
What is moxie ?,description
What was the first Sam Spade novel ?,entity
What song did Patti Page set people dancing to in 1950 ?,entity
Who headed Hitler 's infamous Gestapo ?,human
What South American city features the exclusive Copacabana Beach and Ipanema ?,location
